Agency,Agency Address,Facility Name,Facility Address,Latitude,Longitude,Place/Project Type,SIC/NAICS,County,Region,Program,Regulatory Measure Status,Regulatory Measure Type,Order No.,WDID,NPDES No.,Adoption Date,Effective Date,Termination Date,Expiration/Review Date,Design Flow,Major/Minor,Complexity,TTWQ,CAF Population,CAF Subtype,AEU,# Enforcement Actions within 5 years,# Violations within 5 years,Unnamed: 29
Gustine City,"682 Third Avenue, Gustine, CA 95322-0016",Gustine WWTF,"26501 Carnation Road, Gustine, CA 95322",37.25295,-120.96484,Wastewater Treatment Facility,4952,Merced,SB,"NPDMUNILRG, SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C240103002,,,07/09/2020,,,,Major,,,,,,2.0,177.0,
Hilmar CWD,"Po Box 446, Hilmar, CA 95324",Hilmar CWD WWTF,"Nr Griffith & Williams, Hilmar, CA 95324",37.38664,-120.81392,Wastewater Treatment Facility,4952,Merced,5F,WDRMUNILRG,Active,WDR,99-077,5C240104002,,06/11/1999,06/11/1999,,2009-06-08,0.3,,B,2.0,,,,0.0,130.0,
Le Grand CSD,"13039 Jefferson Street, Le Grand, CA 95333",Le Grand WWTF,"5529 McKee Street, Le Grand, CA 95333",37.207015,-120.253036,Wastewater Treatment Facility,4952,Merced,5F,WDRMUNILRG,Active,WDR,97-053,5C240105001,,03/28/1997,03/28/1997,,2007-03-26,0.35,,B,2.0,,,,1.0,0.0,
Livingston City,"1416 C Street, Livingston, CA 95334",Livingston Domestic WWTF,"7160 North Gallo Road, Livingston, CA 95334",37.3931511,-120.7536461,Wastewater Treatment Facility,4952,Merced,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C240106002,,,07/09/2020,,,,,,,,,,1.0,17.0,
Los Banos City,"520 J Street, Los Banos, CA 93635",Los Banos WWTF,"17963 West Henry Miller Avenue, Los Banos, CA 93635",37.085219,-120.814612,Wastewater Treatment Facility,4952,Merced,5F,"SLIC, WDRMUNILRG",Active,WDR,R5-2021-0026,5C240107001,,04/22/2021,04/22/2021,,2031-04-22,4.9,,B,2.0,,,,1.0,14.0,
Merced City,"678 West 18th Street, Merced, CA 95340",Merced WWTF,"10260 Gove Road, Merced, CA 95340",37.25455,-120.52594,Wastewater Treatment Facility,4952,Merced,5F,"NPDMUNILRG, SLIC",Active,NPDES Permit,R5-2026-0005,5C240108001,CA0079219,02/27/2026,04/01/2026,,2031-03-31,12.0,Major,A,2.0,,,,3.0,33.0,
Franklin CWD,"2126 North Drake Avenue, Merced, CA 95348",Franklin WWTF,"2126 North Drake Avenue, Merced, CA 95348",37.31903,-120.52354,Wastewater Treatment Facility,4952,Merced,5F,WDRMUNILRG,Active,WDR,89-171,5C240109001,,09/22/1989,09/22/1989,,1999-09-20,0.4,,A,2.0,,,,1.0,22.0,
Snelling CSD,"Po Box 323, Snelling, CA 95369",Snelling WWTF,"Hwy 59, Snelling, CA 95369",37.520705,-120.4466835,Wastewater Treatment Facility,4952,Merced,5F,WDRMUNILRG,Active,WDR,85-155,5C240111001,,06/28/1985,06/28/1985,,1995-06-26,0.3,,B,2.0,,,,0.0,0.0,
Santa Nella CWD,"12931 South Hwy 33, Santa Nella, CA 95322",Santa Nella WWTF,"29300 Bayview Road, Santa Nella, CA 95322",37.10061,-121.02239,Wastewater Treatment Facility,4952,Merced,5F,WDRMUNILRG,Active,WDR,88-104,5C240113001,,06/24/1988,06/24/1988,,1998-06-22,0.45,,B,2.0,,,,0.0,1.0,
Ceres City,"2220 Magnolia Street, Ceres, CA 95307",Ceres WWTP,"4200 Morgan, Ceres, CA 95307",37.5796,-120.96723,Wastewater Treatment Facility,4952,Stanislaus,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500100001,,,07/09/2020,,,,,,,,,,0.0,0.0,
Hughson City,"Po Box 9, Hughson, CA 95326",Hughson WWTF,"6700 Leedom Road, Hughson, CA 95326",37.62185,-120.87046,Wastewater Treatment Facility,4952,Stanislaus,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500101002,,,07/09/2020,,,,,,,,,,1.0,2.0,
Modesto City,"Po Box 642, Modesto, CA 95353",City of Modesto WQCF,"1221 Sutter Avenue, Modesto, CA 95351",37.613764,-121.011772,Wastewater Treatment Facility,4952,Stanislaus,5S,"NPDMUNILRG, SLIC",Active,Enrollee - NPDES,R5-2023-0025,5C500102001,CAC448536,,08/01/2022,,2028-10-01,19.1,Major,A,1.0,,,,1.0,7.0,
Newman City,"1162 Main Street, Newman, CA 95360-0787",City of Newman WWTF,"2600 Hills Ferry Road, Newman, CA 95360",37.332757,-120.99154,Wastewater Treatment Facility,4952,Stanislaus,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500103001,,,07/09/2020,,,,,,,,,,2.0,9.0,
Oakdale City,"455 South Fifth Avenue, Oakdale, CA 95361",Oakdale WWTF,"9700 Liberini Avenue, Oakdale, CA 95361",37.77598,-120.86713,Wastewater Treatment Facility,4952,Stanislaus,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500104001,,,07/09/2020,,,,,,,,,,1.0,2.0,
Riverbank City,"6707 Third Street, Riverbank, CA 95367",Riverbank WWTP,"23865 South Santa Fe Road, Riverbank, CA 95367",37.74459,-120.94579,Wastewater Treatment Facility,4952,San Joaquin,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500106002,,,07/09/2020,,,,,,,,,,2.0,11.0,
Salida Sanitary District,"Po Box 445, Salida, CA 95368",Salida WWTP,"6200 Pirrone Road, Salida, CA 95368",37.72739,-121.10156,Wastewater Treatment Facility,4952,Stanislaus,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500107001,,,07/09/2020,,,,,,,,,,0.0,0.0,
Turlock City,"156 South Broadway 270, Turlock, CA 95380","Turlock City, Turlock Regional Water Quality Control Facility","901 South Walnut Road, Turlock, CA 95380",37.481169,-120.867218,Wastewater Treatment Facility,4952,Stanislaus,5S,"NPDMUNILRG, REC, SLIC",Active,NPDES Permit,R5-2021-0005,5C500108001,CA0078948,02/18/2021,04/01/2021,,2026-03-31,20.0,Major,A,1.0,,,,3.0,17.0,
Grayson CSD,"Po Box 158, Westley, CA 95387",Grayson Comm Serv Dist WTF,"River Road, Grayson, CA 95363",37.57481,-121.17843,Wastewater Treatment Facility,4952,Stanislaus,5S,WDRMUNILRG,Active,WDR,93-088,5C500110001,,06/25/1993,06/25/1993,,2003-06-23,0.1,,B,2.0,,,,0.0,0.0,
Westley Community Service District,"Po Box 206, Westley, CA 95387",Westley Comm Sewage Trt Fac,"Westley, CA 95387",37.54938,-121.1991,Wastewater Treatment Facility,4952,Stanislaus,5S,WDRMUNILRG,Active,WDR,93-087,5C500111001,,06/25/1993,06/25/1993,,2003-06-23,0.11,,B,2.0,,,,2.0,12.0,
Waterford City,"Po Box 199, Waterford, CA 95386",Waterford WWTP,"335 South Western Avenue, Waterford, CA 95386",37.63348,-120.76674,Wastewater Treatment Facility,4952,Stanislaus,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5C500113001,,,07/09/2020,,,,,,,,,,1.0,3.0,
Ca Dept of Forestry Springville,"Po Box 648, Springville, CA 93265",Mountain Home Conservation Camp,"45260 Bear Creek, Springville, CA 93265",36.23766,-118.68545,Wastewater Treatment Facility,9223,Tulare,5F,"NPDMUNIOTH, WDRMUNIENROTH",Active,Enrollee - WDR,97-010-DWQ,5C54NC00299,,01/23/2009,01/23/2009,,2024-01-23,0.0001,Minor,B,3.0,,,,0.0,0.0,
Groveland CSD,"Po Box 350, Groveland, CA 95321-0350",Groveland WWTF,"18966 Ferretti Road, Groveland, CA 95321",37.84458,-120.22898,Wastewater Treatment Facility,4952,Tuolumne,5F,WDRMUNILRG,Active,WDR,87-121,5C550100001,,06/26/1987,06/26/1987,,1997-06-23,0.15,,B,2.0,,,,1.0,26.0,
Jamestown SD,"Po Box 247, Jamestown, CA 95327",Jamestown Sanitary District Wastewater Treatment Facilities,"10190 Karlee Lane, Jamestown, CA 95327",37.93175,-120.42976,Wastewater Treatment Facility,4952,Tuolumne,5F,"SLIC, WDRMUNILRG",Active,WDR,R5-2021-0046,5C550101001,,08/13/2021,08/13/2021,,2031-08-13,1.01,,B,2.0,,,,0.0,2.0,
Tuolumne City SD,"Po Box 1238, Tuolumne, CA 95379",Tuolumne City WWTP,"18050 Box Factory Road, Tuolumne, CA 95379",37.955025,-120.246063,Wastewater Treatment Facility,4952,Tuolumne,5F,WDRMUNILRG,Active,WDR,R5-2019-0058,5C550104001,,06/07/2019,06/07/2019,,2029-06-07,,,B,2.0,,,,0.0,0.0,
Tuolumne Utilities District,"Po Box 372844, Sonora, CA 95370",Sonora Regional WWTF,"1400 Southgate, Sonora, CA 95370",37.966394,-120.388012,Wastewater Treatment Facility,4952,Tuolumne,5F,"SLIC, WDRMUNILRG",Active,WDR,R5-2024-0016,5C550106004,,04/19/2024,04/19/2024,,2034-04-19,2.5,,B,2.0,,,,0.0,0.0,
Pinecrest Permit Assoc & US Forest Service,"Po Box 1248, Pinecrest, CA 95364",Pinecrest WWTP,"Forest Service Rd 4N11, Pinecrest, CA 95346",38.17148,-120.00164,Wastewater Treatment Facility,4952,Tuolumne,5F,WDRMUNILRG,Active,WDR,5-01-061,5C550106006,,03/16/2001,03/16/2001,,2011-03-16,0.17,,B,2.0,,,,0.0,1.0,
USDI National Park Service Yosemite National Park,"Po Box 700, El Portal, CA 95318",Tuolumne Meadows WWTF,"Toulomne Mdw, Yosemite Natl Park, CA 95321",37.79724,-119.8608,Wastewater Treatment Facility,4952(+),Tuolumne,5F,WDRMUNILRG,Active,WDR,92-015,5C550700001,,01/24/1992,01/24/1992,,2002-01-21,0.1,,B,2.0,,,,0.0,0.0,
Ca Dept of Corrections & Rehabilitation,"9838 Old Placerville Road B, Sacramento, CA 95827",Sierra Conservation CTR-WWTP-1 (NON15),"5100 O'Byrnes Ferry, Jamestown, CA 95327",37.893591,-120.551725,Wastewater Treatment Facility,4952(+),Tuolumne,5F,WDRMUNILRG,Active,WDR,5-01-017,5C550801001,,01/26/2001,01/26/2001,,2011-01-26,0.6,,B,2.0,,,,1.0,4.0,
Biola CSD,"Po Box 57, Biola, CA 93606",Biola WWTF,"Howard Road, Biola, CA 93606",36.80018,-120.02492,Wastewater Treatment Facility,4952,Fresno,5F,WDRMUNILRG,Active,WDR,96-288,5D100100001,,12/06/1996,12/06/1996,,2011-12-03,0.2,,B,2.0,,,,1.0,39.0,
Coalinga City,"155 West Durian Avenue, Coalinga, CA 93210",Coalinga WWTF,"South of Los Gatos Creek, 1000 Feet East of Wartham Creek, CA",36.14357,-120.338,Wastewater Treatment Facility,4952,Fresno,5F,WDRMUNILRG,Active,WDR,94-184,5D100101001,,06/24/1994,06/24/1994,,2004-06-21,0.93,,B,2.0,,,,1.0,48.0,
Selma-Kings-Fowler CSD,"Po Box 158, Kingsburg, CA 93631",SKF CSD WWTF,"11301 Conejo, Kingsburg, CA 93631",36.517963,-119.587906,Wastewater Treatment Facility,4952,Fresno,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D100104001,,,07/09/2020,,,,,,,,,,2.0,49.0,
Fresno City Department of Public Utilities,"2101 G Street Bldg A, Fresno, CA 93706-1620",Fresno Regional WWTF,"5607 Jensen, Fresno, CA 93706",36.70638,-119.890539,Wastewater Treatment Facility,4952,Fresno,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D100105001,,,07/09/2020,,,,,,,,,,0.0,0.0,
Huron City,"Po Box 339, Huron, CA 93234",Huron WWTF,"16100 9th Street, Huron, CA 93234",36.206021,-120.10357,Wastewater Treatment Facility,4952,Fresno,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D100107001,,,07/09/2020,,,,,,,,,,1.0,40.0,
Kerman City,"850 South Madera Avenue, Kerman, CA 93630",Kerman WWTF,"15480 Church, Kerman, CA 93630",36.712629,-120.201032,Wastewater Treatment Facility,4952,Fresno,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D100108001,,,07/09/2020,,,,,,,,,,1.0,28.0,
Mendota City,"643 Quince Street, Mendota, CA 93640",Mendota WWTF,"3699 Bass Avenue, Mendota, CA 93640",36.76875,-120.36786,Wastewater Treatment Facility,4952,Fresno,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D100109001,,,07/09/2020,,,,,,,,,,1.0,56.0,
Orange Cove City,"633 Sixth Street, Orange Cove, CA 93646",Orange Cove WWTF,"1805 Monson Avenue, Orange Cove, CA 93646",36.60686,-119.33601,Wastewater Treatment Facility,4952,Fresno,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D100110001,,,07/09/2020,,,,,,,,,,0.0,41.0,
Riverdale PUD,"20945 Haslam, Riverdale, CA 93656",Riverdale WWTF,"20896 Malsbary, Riverdale, CA 93656",36.43186,-119.86139,Wastewater Treatment Facility,4952,Fresno,5F,WDRMUNILRG,Active,WDR,R5-2018-0028,5D100114001,,04/06/2018,04/06/2018,,2028-04-06,0.325,,B,2.0,,,,1.0,17.0,
Sanger City,"1700 7th Street, Sanger, CA 93657",Sanger WWTF,"333 North, Parlier, CA 93648",36.64588,-119.53989,Wastewater Treatment Facility,4952,Fresno,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D100115001,,,07/09/2020,,,,,,,,,,2.0,132.0,
San Joaquin City,"Po Box 758, San Joaquin, CA 93660",San Joaquin WWTF,"23599 Manning, San Joaquin, CA 93660",36.60311,-120.19741,Wastewater Treatment Facility,4952,Fresno,5F,WDRMUNILRG,Active,WDR,R5-2007-0100,5D100116001,,08/02/2007,08/02/2007,,2017-08-02,0.5,,B,2.0,,,,0.0,19.0,
Tranquillity PUD,"Po Box 622, Tranquillity, CA 93668",Tranquillity WWTF,"1 South Leeve Road, Tranquillity, CA 93668",36.65329,-120.23979,Wastewater Treatment Facility,4952,Fresno,5F,"WDRMUNILRG, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5D100117001,,,06/17/2021,,2029-09-23,0.1,,B,3.0,,,,0.0,0.0,
Parlier City,"1100 East Parlier Avenue, Parlier, CA 93646",Parlier WWTF,"1101 East Parlier Avenue, Parlier, CA 93648",36.5991,-119.567715,Wastewater Treatment Facility,4952,Fresno,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D100118001,,,07/09/2020,,,,,,,,,,0.0,254.0,
Caruthers CSD,"Po Box 218, Caruthers, CA 93609",Caruthers WWTF,"Clemenseau and Marks, Caruthers, CA 93609",36.5364,-119.85251,Wastewater Treatment Facility,4952,Fresno,5F,WDRMUNILRG,Active,WDR,R5-2014-0137,5D100121001,,10/10/2014,10/10/2014,,2024-10-10,0.37,,A,2.0,,,,0.0,0.0,
Laton CSD,"6501 East Latonia Street, Laton, CA 93242",Laton WWTF,"6331 Dewoody, Laton, CA 93242",36.43476,-119.68459,Wastewater Treatment Facility,4952,Fresno,5F,WDRMUNILRG,Active,WDR,R5-2016-0079,5D100123001,,10/14/2016,10/14/2016,,2026-10-14,0.2,,B,2.0,,,,0.0,126.0,
Malaga CWD,"3580 South Frank Street, Fresno, CA 93725",Malaga CWD WWTF,"3749 South Maple Avenue, Fresno, CA 93725",36.680154,-119.745713,Wastewater Treatment Facility,4952,Fresno,SB,"NPDMUNILRG, SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D100124001,,,07/09/2020,,,,Major,,,,,,0.0,4.0,
Del Rey CSD,"Po Box 186, Del Rey, CA 93616",Del Rey WWTF,"11495 American, Del Rey, CA 93616",36.663215,-119.5831,Wastewater Treatment Facility,4952,Fresno,5F,WDRMUNILRG,Active,WDR,96-284,5D100128003,,12/06/1996,12/06/1996,,2006-12-04,0.2,,A,2.0,,,,1.0,2.0,
Ca Dept of Corrections Coalinga,"24863 West Jayne Avenue, Coalinga, CA 93210",Pleasant Valley State Prison WWTF,"24863 West Jayne Avenue, Coalinga, CA 93210",36.137222,-120.243421,Wastewater Treatment Facility,9223(+),Fresno,5F,WDRMUNILRG,Active,WDR,R5-2016-0092,5D100805001,,12/06/2016,12/06/2016,,2026-12-06,0.63,,B,2.0,,,,1.0,29.0,
Hume Lake Chistian Camps,"64144 Hume Lake Road, Hume, CA 93628",Hume Lake WWTF,"64144 Hume Lake, Hume, CA 93628",36.78771,-118.91349,Wastewater Treatment Facility,4952(+),Fresno,5F,WDRMUNILRG,Active,WDR,R5-2012-0125,5D101112001,,12/07/2012,12/07/2012,,2022-12-07,0.275,,B,2.0,,,,0.0,0.0,
County of Fresno,"2220 Tulare Street 6th Floor, Fresno, CA 93721",Fresno Cnty #47-Quail Lake WWTF,"4121 Quail Lake Drive, Clovis, CA 93611",36.7957557,-119.6007306,Wastewater Treatment Facility,4952,Fresno,5F,WDRMUNILRG,Active,WDR,96-120,5D101122001,,05/03/1996,05/03/1996,,2006-05-01,0.16,,B,2.0,,,,0.0,0.0,
Fresno City Department of Public Utilities,"2101 G Street Bldg A, Fresno, CA 93706-1620",North Fresno WWRF,"1660 East Copper Avenue, Fresno, CA 93720",36.89566,-119.7526,Wastewater Treatment Facility,4952,Fresno,5F,WDRMUNILRG,Active,WDR,R5-2014-0162,5D101129001,,12/05/2014,12/05/2014,,2024-12-05,0.71,Minor,B,2.0,,,,0.0,34.0,
Bakersfield City,"6901 Mccutchen Road, Bakersfield, CA 93313",Bakersfield WWTP #2,"1700 Planz, Bakersfield, CA 93307",35.32496,-118.98541,Wastewater Treatment Facility,4952,Kern,SB,"SLIC, WDR, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D150100001,,,07/09/2020,,,,,,,,,,1.0,2.0,
Bakersfield City,"6901 Mccutchen Road, Bakersfield, CA 93313",Bakersfield WWTP #3,"6901 McCutchen Road, Bakersfield, CA 93313",35.281561,-119.074431,Wastewater Treatment Facility,4952,Kern,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D150100002,,,07/09/2020,,,,,,,,,,0.0,0.0,
Buttonwillow CWD,"Po Box 874, Buttonwillow, CA 93206",Buttonwillow WWTF,"Sullivan Road - 1 1/2 Miles East off Buttonwillow Drive, Buttonwillow, CA 93206",35.40976,-119.46051,Wastewater Treatment Facility,4952,Kern,5F,WDRMUNILRG,Active,WDR,R5-2009-0123,5D150101001,,12/10/2009,12/10/2009,,2019-12-10,0.2,,B,2.0,,,,0.0,475.0,
Delano City,"725 South Lexington Street, Delano, CA 93215",Delano WWTF,"1107 Lytle Road, Delano, CA 93216",35.770228,-119.303253,Wastewater Treatment Facility,4952,Kern,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D150102001,,,07/09/2020,,,,,,,,,,0.0,6.0,
Kern Cnty Eng & Surveying Services Dept,"2700 M Street 570, Bakersfield, CA 93301-2370",Kern Co CSA 40-Pine Mountain Club,"2524 Beechwood, Frazier Park, CA 93225",34.85534,-119.16129,Wastewater Treatment Facility,6552,Kern,5F,WDRMUNILRG,Active,WDR,75-235,5D150103001,,10/24/1975,10/24/1975,,1990-10-20,0.385,,C,3.0,,,,0.0,0.0,
Kern Sanitation Authority,"4101 Kimber Avenue, Bakersfield, CA 93307",Kern Sanitation Authority WWTF,"Hwy 58 & Quantico, Bakersfield, CA",35.35213,-118.95876,Wastewater Treatment Facility,4952,Kern,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D150105001,,,07/09/2020,,,,,,,,,,0.0,0.0,
Kern County Public Works Department,"2700 M Street Suite 400, Bakersfield, CA 93301-2372",Kern Cnty Sheriff's Lerdo WWTF,"17824 Quality Road, Bakersfield, CA 93308",35.50525,-119.11562,Wastewater Treatment Facility,4952(+),Kern,5F,"REC, WDRMUNILRG",Active,WDR,R5-2018-0014,5D150106001,,04/05/2018,04/05/2018,,2028-04-05,0.5,,B,2.0,,,,0.0,1.0,
Arvin City,"18500 Rancho Drive, Arvin, CA 93203",Arvin WWTF,"North Rancho Drive, Arvin, CA 93203",35.1864,-118.84748,Wastewater Treatment Facility,4952,Kern,SB,"SLIC, WDR, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D150107001,,,07/09/2020,,,,,,,,,,5.0,25.0,
Lamont PUD,"8624 Segrue Road, Lamont, CA 93241",Lamont WWTF,"6525 East Bear Mountain Road, Lamont, CA 93307",35.20866,-118.93225,Wastewater Treatment Facility,4952,Kern,5F,"SLIC, WDRMUNILRG",Active,WDR,R5-2022-0059,5D150108001,,10/14/2022,10/14/2022,,2032-10-14,2.0,,B,2.0,,,,0.0,42.0,
McFarland City,"401 West Kern Alley, Mcfarlnd, CA 93250",McFarland WWTF,"12941 Melcher  Road, Mcfarland, CA 93250",35.68274,-119.27844,Wastewater Treatment Facility,4952,Kern,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D150109001,,,07/09/2020,,,,,,,,,,1.0,175.0,
Lost Hills Utility District,"Po Box 246, Lost Hills, CA 93249",Lost Hills WWTF,"21331 Hwy 46, Lost Hills, CA 93249",35.620158128572,-119.683133744821,Wastewater Treatment Facility,4952,Kern,5F,WDRMUNILRG,Active,WDR,87-113,5D150114001,,06/26/1987,06/26/1987,,2002-06-23,0.2,,B,3.0,,,,1.0,93.0,
Tehachapi City,"115 South Robinson Street, Tehachapi, CA 93561",Tehachapi WWTF,"750 Enterprise Way, Tehachapi, CA 93561",35.138333,-118.455556,Wastewater Treatment Facility,4952,Kern,5F,WDRMUNILRG,Active,WDR,92-047,5D150116001,,03/27/1992,03/27/1992,,2002-03-25,0.85,,A,2.0,,,,0.0,47.0,
Wasco City,"764 E Street, Wasco, CA 93280",Wasco WWTF,"5410 7th Street, Wasco, CA 93280",35.59618,-119.3876,Wastewater Treatment Facility,4952,Kern,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D150117001,,,07/09/2020,,,,,,,,,,1.0,18.0,
Stallion Springs CSD,"27800 Stallion Springs Drive, Tehachapi, CA 93561",Stallion Springs WWTF,"28500 Stallion Springs, Tehachapi, CA 93561",35.08252,-118.637492,Wastewater Treatment Facility,4952,Kern,5F,NPDMUNIOTH,Active,Enrollee - NPDES,R5-2023-0025,5D150118002,CAC439983,,09/01/2025,,2030-08-31,0.1,Minor,B,2.0,,,,2.0,10.0,
Maricopa City,"Po Box 548, Maricopa, CA 93252",Maricopa Wastewater Disposal Facility,"NW 1/4, of Sect 7,T11N,R23W,Sbm, Maricopa, CA",35.0609837,-119.3832433,Wastewater Treatment Facility,4952,Kern,5F,WDRMUNILRG,Active,WDR,00-153,5D150123001,,06/16/2000,06/16/2000,,2010-06-16,0.2,,B,2.0,,,,0.0,8.0,
Ca Dept of Corrections & Rehabilitation,"9838 Old Placerville Road B, Sacramento, CA 95827",Tehachapi Correctional Inst WWTF,"End of Highway 202, Tehachapi, CA 93561",35.116667,-118.58333,Wastewater Treatment Facility,4952(+),Kern,5F,WDRMUNILRG,Active,WDR,R5-2011-0007,5D150803001,,02/03/2011,02/03/2011,,2021-02-03,1.1,,B,2.0,,,,2.0,61.0,
Ca Dept of Corrections & Rehabilitation,"9838 Old Placerville Road B, Sacramento, CA 95827",Wasco State Prison WWTF,"701 Scofield Avenue, Wasco, CA 93280",35.589574,-119.406452,Wastewater Treatment Facility,4952(+),Kern,5F,WDRMUNILRG,Active,WDR,90-217,5D150803003,,08/10/1990,08/10/1990,,2000-08-07,1.0,,B,2.0,,,,0.0,0.0,
McMor Chlorination,"6734 Charity Avenue 8, Bakersfield, CA 93308",I-5 & Highway 58 WWTF,"Hwy 58 at I-5, Buttonwillow, CA 93206",35.40468,-119.39708,Wastewater Treatment Facility,4952,Kern,5F,WDRMUNILRG,Active,WDR,R5-2007-0152,5D151006001,,10/26/2007,10/26/2007,,2017-10-26,0.13,,B,2.0,,,,1.0,106.0,
Tejon Castac Water District,,Tejon Industrial Complex West WWTF,"I-5 at Wheeler Ridge, Lebec, CA 93203",34.98907,-118.94462,Wastewater Treatment Facility,5541(+),Kern,5F,WDRMUNILRG,Active,WDR,R5-2008-0004,5D151014003,,01/25/2008,01/25/2008,,2018-01-25,0.1,,B,2.0,,,,1.0,0.0,
Armona CSD,"Po Box 486, Armona, CA 93202",Armona CSD WWTF,"13545 Hume Avenue, Hanford, CA 93230",36.30566,-119.70093,Wastewater Treatment Facility,4952,Kings,5F,WDRMUNILRG,Active,WDR,92-017,5D160100001,,01/24/1992,01/24/1992,,2002-01-21,0.4,,B,2.0,,,,1.0,0.0,
Avenal City,"919 Southwest Skyline Boulevard, Avenal, CA 93204",Avenal WWTF,"1 Effluent Wy, Avenal, CA 93204",36.00412,-120.12903,Wastewater Treatment Facility,4952,Kings,SB,"SLIC, WDR, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D160101001,,,07/09/2020,,,,,,,,,,0.0,12.0,
Corcoran City,"1033 Chittenden Avenue, Corcoran, CA 93212",Corcoran WWTF,"895 Pueblo  Avenue, Corcoran, CA 93212",36.079556,-119.557722,Wastewater Treatment Facility,4952,Kings,5F,"SLIC, WDRMUNILRG",Active,WDR,R5-2021-0025-01,5D160102001,,04/22/2021,04/22/2021,,2031-04-22,1.75,,B,2.0,,,,0.0,78.0,
Hanford City,"900 South 10th Avenue, Hanford, CA 93230",Hanford WWTF,"10555 Houston Avenue, Hanford, CA 93230",36.2984,-119.64984,Wastewater Treatment Facility,4952,Kings,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5D160103001,,,07/09/2020,,,,,,,,,,0.0,112.0,
Stratford PUD,"Po Box 85, Stratford, CA 93266",Stratford WWTF,"SE 1/4 of Section 17, T20S, R20E MDB&M, Stratford, CA 93266",36.18654,-119.81629,Wastewater Treatment Facility,4952,Kings,5F,WDRMUNILRG,Active,Enrollee - WDR,2014-0153-DWQ,5D160105001,,,07/30/2018,,2029-09-23,0.15,,B,2.0,,,,1.0,44.0,
Kettleman City CSD,"Po Box 179, Kettleman City, CA 93239",Kettleman City WWTF,"2000 Racine Avenue, Kettleman City, CA 93239",36.00686,-119.94555,Wastewater Treatment Facility,4952,Kings,5F,WDRMUNILRG,Active,WDR,79-143,5D160109001,,06/22/1979,06/22/1979,,1989-06-19,0.22,,B,2.0,,,,0.0,0.0,
US Navy Naval Air Station Lemoore,"730 Naval Station Boulevard Rm 111, Lemoore, CA 93246",Lemoore NAS WWTF,"Hwy 198, Lemoore, CA 93245",36.27557,-119.82353,Wastewater Treatment Facility,4952(+),Kings,5F,WDRMUNILRG,Active,WDR,R5-2002-0062,5D160700001,,04/26/2002,04/26/2002,,2012-04-26,4.0,,A,2.0,,,,0.0,268.0,
Ca Dept of Corrections Corcoran,"Po Box 12050, Bakersfield, CA 93389",Corcoran State Prison WWTF,"4001 King Avenue, Corcoran, CA 93212",36.06023,-119.55285,Wastewater Treatment Facility,4952(+),Kings,5F,WDRMUNILRG,Active,WDR,R5-2016-0027,5D160801001,,04/21/2016,04/21/2016,,2026-04-21,2.7,,B,2.0,,,,0.0,52.0,
Lemoore City,"711 West Cinnamon Drive, Lemoore, CA 93245",Lemoore WWTF,"351 North Bell Haven Drive, Lemoore, CA 93245",36.30022,-119.81534,Wastewater Treatment Facility,2022(+),Kings,5F,WDRMUNILRG,Active,WDR,R5-2024-0007,5D165009001,,02/16/2024,02/16/2024,,2034-02-16,5.0,,B,2.0,,,,0.0,0.0,
