Unit Process,Facility/Project Name,CWNS Number,Treatment Type,Present,Projected,Change Type,Back Up,Planned Year,Additional Notes,Last Updated Date,Permit Number,Permit Type,Authority Name,County Name,Watershed Name,Watershed HUC,Congressional District,State,Region,Map
"Disinfection, Chlorination",Reno City of - TMWRF,32000200807,Disinfection,Y,Y,No Change,N,,,10/13/2008,NV0020150,Individual Permit,City of Reno,Washoe,Truckee,16050102,2nd Congressional District,NV,9,MAP
"Disinfection, Chlorination",POCATELLO STP,16000001001,Disinfection,Y,Y,No Change,N,,,09/30/2001,ID0021784,Individual Permit,"POCATELLO, CITY OF",Bannock,Portneuf,17040208,2nd Congressional District,ID,10,MAP
"Disinfection, Chlorination",COEUR D ALENE S/T PLANT,16000006001,Disinfection,Y,N,Abandonment,N,,,03/14/2009,ID0022853,Individual Permit,"COEUR D ALENE, CITY OF",Kootenai,Upper Spokane,17010305,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",IDAHO FALLS STP,16000007001,Disinfection,Y,Y,No Change,N,,,12/09/2008,ID0021261,Individual Permit,"IDAHO FALLS, CITY OF",Bonneville,Idaho Falls,17040201,2nd Congressional District,ID,10,MAP
"Disinfection, Chlorination",NAMPA STP,16000008001,Disinfection,Y,Y,Increase Capacity,N,,,03/20/2009,ID0022063,Individual Permit,"NAMPA, CITY OF",Canyon,Lower Boise,17050114,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",EAGLE SEWAGE LAGOONS,16000014001,Disinfection,Y,Y,No Change,N,,,08/28/2001,,,EAGLE WATER & SEWER DISTRICT,Ada,Lower Boise,17050114,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",KALISPEL BAY STP,16000015001,Disinfection,Y,Y,No Change,N,,,01/06/2005,,,Kalispel Bay Sewer District,Bonner,Priest,17010215,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",REXBURG TREATMENT FACILITY,16000016001,Disinfection,Y,Y,No Change,N,,,02/26/2009,ID0023817,Individual Permit,"REXBURG, CITY OF",Madison,Teton,17040204,2nd Congressional District,ID,10,MAP
"Disinfection, Chlorination",ST ANTHONY SEWAGE LAGOON,16000018001,Disinfection,Y,Y,No Change,N,,,02/26/2009,ID0020401,Individual Permit,"ST. ANTHONY, CITY OF",Fremont,Lower Henrys,17040203,2nd Congressional District,ID,10,MAP
"Disinfection, Chlorination",ASHTON SEWAGE TREAT FAC,16000021001,Disinfection,Y,Y,No Change,N,,,12/15/2008,ID0023710,Individual Permit,"ASHTON, CITY OF",Fremont,Upper Henrys,17040202,2nd Congressional District,ID,10,MAP
"Disinfection, Chlorination",RICHFIELD LAGOONS,16000034001,Disinfection,Y,Y,No Change,N,,,08/15/2001,ID0021211,Individual Permit,"RICHFIELD, CITY OF",Lincoln,Little Wood,17040221,2nd Congressional District,ID,10,MAP
"Disinfection, Chlorination",OUTLET BAY S/T PLANT,16000046001,Disinfection,Y,Y,No Change,N,,,09/15/2004,,,OUTLET BAY WATER & SEWER DISTRICT,Bonner,Priest,17010215,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",Riverside Sewage Treatment Plant,16000051001,Disinfection,Y,Y,No Change,N,,,09/12/2001,ID0024503,Individual Permit,Riverside Sewer and Water District,Clearwater,Clearwater,17060306,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",STAR SEWER AND WATER DISTRICT,16000057001,Disinfection,Y,N,Abandonment,N,,,12/21/2004,ID0023591,Individual Permit,STAR SEWER & WATER DISTRICT,Ada,Lower Boise,17050114,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",S Frk Coeur D' Alene Rvr SD--Mullan,16000058002,Disinfection,Y,Y,No Change,N,,,09/29/2001,ID0021296,Individual Permit,South Fk Coeur D Alene River Sewer District,Shoshone,South Fork Coeur D'alene,17010302,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",Coolin S/T System,16000063201,Disinfection,Y,Y,No Change,N,,,03/05/2009,,,Coolin Sewer District,Bonner,Priest,17010215,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",ELK RIVER STP,16000065001,Disinfection,Y,Y,No Change,N,,,03/16/2009,ID0020362,Individual Permit,"ELK RIVER, CITY OF",Clearwater,Lower North Fork Clearwater,17060308,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",PIERCE S/T PLANT,16000068001,Disinfection,Y,Y,No Change,N,,,08/30/2001,ID0020206,Individual Permit,"PIERCE, CITY OF",Clearwater,Clearwater,17060306,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",COTTONWOOD STP,16000071001,Disinfection,Y,Y,No Change,N,,,09/24/2001,ID0021849,Individual Permit,"COTTONWOOD, CITYOF",Idaho,South Fork Clearwater,17060305,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",N Idaho Correctional Facility STP,16000071201,Disinfection,Y,Y,No Change,N,,,01/04/2005,ID0025887,Individual Permit,"ID Dept of Corrections, North ID Correction Fac",Idaho,South Fork Clearwater,17060305,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",GRANGEVILLE S/T FACILITY,16000072001,Disinfection,Y,Y,No Change,N,,,08/14/2012,ID0020036,Individual Permit,"GRANGEVILLE, CITYOF",Idaho,South Fork Clearwater,17060305,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",BOVILL S/T FACILITY,16000078001,Disinfection,Y,Y,No Change,N,,,09/06/2001,ID0022861,Individual Permit,"BOVILL, CITY OF",Latah,Clearwater,17060306,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",GENESEE SEWAGE TRT FACILITY,16000080001,Disinfection,Y,Y,No Change,N,,,10/17/2012,ID0020125,Individual Permit,"GENESEE, CITY OF",Nez Perce,Palouse,17060108,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",PRINCETON--HAMPTON,16000082201,Disinfection,Y,Y,No Change,N,,,01/04/2005,,,Hampton-Princeton Sewer District,Latah,Palouse,17060108,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",TROY S/T FACILITY,16000083001,Disinfection,Y,Y,No Change,N,,,09/06/2001,ID0023604,Individual Permit,"TROY, CITY OF",Latah,Clearwater,17060306,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",HORSESHOE BEND S/T FACILITY,16000103001,Disinfection,Y,Y,No Change,N,,,03/20/2009,ID0021024,Individual Permit,"HORSESHOE BEND, CITY OF",Boise,Payette,17050122,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",Idaho City Rapid Infliltration Bsn,16000104001,Disinfection,Y,Y,No Change,N,,,08/29/2001,,,"IDAHO CITY, CITY OF",Boise,Boise-Mores,17050112,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",PARMA SEWAGE LAGOON,16000107001,Disinfection,Y,Y,No Change,N,,,09/04/2001,ID0021776,Individual Permit,"PARMA , CITY OF",Canyon,Middle Snake-Payette,17050115,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",MARSING SEWAGE LAGOON,16000112001,Disinfection,Y,Y,No Change,N,,,08/29/2001,ID0021202,Individual Permit,"MARSING, CITY OF",Owyhee,Middle Snake-Succor,17050103,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",PAYETTE STP,16000114001,Disinfection,Y,Y,No Change,N,,,01/21/2009,ID0020672,Individual Permit,"PAYETTE, CITY OF",Payette,Payette,17050122,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",CASCADE SEWAGE LAGOON,16000115001,Disinfection,Y,Y,"Increase Capacity, Process Improvement",N,,,10/22/2012,ID0023167,Individual Permit,"CASCADE, CITY OF",Valley,North Fork Payette,17050123,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",CAMBRIDGE SEWAGE LAGOON,16000118001,Disinfection,Y,Y,No Change,N,,,08/27/2001,ID0021806,Individual Permit,"CAMBRIDGE, CITY OF",Washington,Weiser,17050124,1st Congressional District,ID,10,MAP
"Disinfection, Chlorination",Carey Wastewater Facilty,16000122001,Disinfection,Y,Y,No Change,N,,,06/19/2001,ID0025747,Individual Permit,"Carey, City of",Blaine,Little Wood,17040221,2nd Congressional District,ID,10,MAP
"Disinfection, Chlorination",INKOM S/T FACILITY,16000147001,Disinfection,Y,Y,No Change,N,,,09/14/2001,ID0020249,Individual Permit,"INKOM, CITY OF",Bannock,Portneuf,17040208,2nd Congressional District,ID,10,MAP
"Disinfection, Chlorination",MCCAMMON S/T FACILITY,16000148001,Disinfection,Y,Y,No Change,N,,,12/30/2008,,,"MCCAMMON, CITYOF",Bannock,Portneuf,17040208,2nd Congressional District,ID,10,MAP
"Disinfection, Chlorination",ABERDEEN S/T FACILITY,16000151001,Disinfection,Y,Y,No Change,N,,,02/04/2009,ID0020176,Individual Permit,"ABERDEEN, CITY OF",Bingham,American Falls,17040206,2nd Congressional District,ID,10,MAP
"Disinfection, Chlorination","BLACKFOOT S/T FACILITY,",16000152001,Disinfection,Y,Y,No Change,N,,,03/07/2009,ID0020044,Individual Permit,"BLACKFOOT, CITY OF",Bingham,American Falls,17040206,2nd Congressional District,ID,10,MAP
"Disinfection, Chlorination",CENTENNIAL LAGOON,56000125201,Disinfection,Y,Y,No Change,N,,,03/21/2012,,,CENTENNIAL W&S DISTRICT,Albany,Upper Laramie,10180010,0th Congressional District,WY,8,MAP
"Disinfection, Chlorination",BURLINGTON LAGOON,56000131001,Disinfection,Y,Y,No Change,N,,,02/14/2012,,,"Burlington, Town of",Big Horn,Greybull,10080009,0th Congressional District,WY,8,MAP
"Disinfection, Chlorination",Crestview Estates HOA,56000199001,Disinfection,Y,Y,No Change,N,,,02/14/2012,,,Crestview HOA,Campbell,Upper Belle Fourche,10120201,0th Congressional District,WY,8,MAP
"Disinfection, Chlorination",WRIGHT LAGOON,56000500001,Disinfection,Y,Y,No Change,N,,,02/08/2012,,,"Wright, Town of",Campbell,Upper Belle Fourche,10120201,0th Congressional District,WY,8,MAP
"Disinfection, Chlorination",Fredonia WWTF,04000502001,Disinfection,Y,Y,No Change,N,,,03/16/2001,,,"Fredonia, Town of",Coconino,Kanab,15010003,1st Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Buckeye Central WRF,04001302001,Disinfection,Y,Y,Increase Capacity,N,,,12/09/2004,AZ0025313,Individual Permit,"Buckeye, Town of",Maricopa,Lower Gila,15070201,3rd Congressional District,AZ,9,MAP
"Disinfection, Chlorination",CHANDLER LONE BUTTE WWTF,04001304001,Disinfection,Y,N,Abandonment,N,,,03/13/2012,,,City of Chandler,Maricopa,Middle Gila,15050100,1st Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Chandler Airport WRF,04001304002,Disinfection,N,Y,New,N,,,06/08/2008,,,City of Chandler,Maricopa,Lower Salt,15060106,5th Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Gilbert Neely WWTF,04001309001,Disinfection,Y,Y,Increase Capacity,N,,,09/22/2004,,,"Gilbert, Town of",Maricopa,Middle Gila,15050100,5th Congressional District,AZ,9,MAP
"Disinfection, Chlorination",ASPC Tucson Collection,04001314010,Disinfection,Y,N,Abandonment,N,,,01/06/2005,,,Arizona Department of Corrections,Pima,Lower Santa Cruz,15050303,3rd Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Phoenix 23rd Ave WWTP,04001316001,Disinfection,Y,Y,Increase Capacity,N,,,11/24/2008,AZ0020559,Individual Permit,"Phoenix, City of",Maricopa,Middle Gila,15050100,7th Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Phoenix 91st Ave WWTP,04001318001,Disinfection,Y,Y,Expansion,N,,,04/22/2009,AZ0020559,Individual Permit,"Phoenix, City of",Maricopa,Lower Salt,15060106,7th Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Scottsdale Water Campus WRP,04001320004,Disinfection,Y,Y,Increase Capacity,N,,,07/31/2008,,,"Scottsdale, City of",Maricopa,Lower Salt,15060106,6th Congressional District,AZ,9,MAP
"Disinfection, Chlorination",FOUNTAIN HILLS WWTP,04001328001,Disinfection,Y,Y,No Change,N,,,06/30/2008,,,FOUNTAIN HILLS SD,Maricopa,Lower Verde,15060203,6th Congressional District,AZ,9,MAP
"Disinfection, Chlorination",TOLLESON WWTF,04001332001,Disinfection,Y,Y,Increase Capacity,N,,,12/09/2004,AZ0020338,Individual Permit,"TOLLESON, CITY OF",Maricopa,Lower Salt,15060106,7th Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Surprise South WRF,04001363001,Disinfection,Y,Y,No Change,N,,,08/20/2008,,,City of Surprise,Maricopa,Agua Fria,15070102,8th Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Bullhead City Section 18 WWTF,04001503005,Disinfection,Y,Y,Expansion,N,,,09/08/2004,,,Bullhead City,Mohave,Havasu-Mohave Lakes,15030101,4th Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Kingman Downtown WWTF,04001506002,Disinfection,Y,Y,No Change,N,,,09/03/2004,AZ0022489,Individual Permit,City of Kingman,Mohave,Sacramento Wash,15030103,4th Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Joseph City SD WWTF,04001718001,Disinfection,N,Y,New,N,,,05/30/2001,,,Joseph City Sanitary District,Navajo,Upper Little Colorado,15020002,1st Congressional District,AZ,9,MAP
"Disinfection, Chlorination",PCRWRD Ina Road WPCF,04001903001,Disinfection,Y,Y,Increase Capacity,N,,,11/18/2008,AZ0020001,Individual Permit,Pima County Regional Wastewater Reclamation Dept,Pima,Upper Santa Cruz,15050301,1st Congressional District,AZ,9,MAP
"Disinfection, Chlorination",PCRWRD Roger Road WWTF,04001904001,Disinfection,Y,N,Abandonment,N,2014,,11/18/2008,AZ0020923,Individual Permit,Pima County Regional Wastewater Reclamation Dept,Pima,Upper Santa Cruz,15050301,2nd Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Oracle WWTF,04002112001,Disinfection,Y,Y,No Change,N,,,09/07/2004,AZ0020681,Individual Permit,Oracle Sanitary District,Pinal,Middle Gila,15050100,1st Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Eloy WWTF,04002116001,Disinfection,Y,Y,No Change,N,,,09/09/2004,,,"Eloy, Town of",Pinal,Lower Santa Cruz,15050303,1st Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Florence South WRF,04002117001,Disinfection,Y,Y,Increase Capacity,N,,,09/23/2009,AZ0025208,Individual Permit,"Florence, Town of",Pinal,Middle Gila,15050100,4th Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Yuma Figueroa WPCF,04002709001,Disinfection,Y,Y,Increase Capacity,N,,,11/30/2008,AZ0020443,Individual Permit,City of Yuma Public Works Dept,Yuma,Lower Colorado,15030107,3rd Congressional District,AZ,9,MAP
"Disinfection, Chlorination",Dublin-San Ramon WWTF,06002006001,Disinfection,Y,Y,Rehabilitation,N,,,01/07/2009,CA0037613,Individual Permit,Dublin San Ramon Services District,Alameda,San Francisco Bay,18050004,15th Congressional District,CA,9,MAP
"Disinfection, Chlorination",SUNNYVALE WWTF,06002008001,Disinfection,Y,Y,Replacement,N,,,12/26/2008,CA0037621,Individual Permit,"SUNNYVALE, CITY OF",Santa Clara,Coyote,18050003,17th Congressional District,CA,9,MAP
"Disinfection, Chlorination",Hayward WPCF,06002029001,Disinfection,Y,Y,No Change,N,,,04/06/2009,CA0037869,Individual Permit,"HAYWARD, CITY OF",Alameda,San Francisco Bay,18050004,13th Congressional District,CA,9,MAP
"Disinfection, Chlorination",Oceanside WPCP,06002032005,Disinfection,Y,Y,No Change,N,,,12/29/2008,CA0037681,Individual Permit,SAN FRANCISCO P.U.C.,San Francisco,San Francisco Coastal South,18050006,14th Congressional District,CA,9,MAP
"Disinfection, Chlorination",East Bay MUD Main WWTP,06002036001,Disinfection,Y,Y,Process Improvement,N,,,12/02/2008,CA0037702,Individual Permit,EAST BAY MUD,Alameda,San Francisco Bay,18050004,13th Congressional District,CA,9,MAP
"Disinfection, Chlorination",SANTA BARBARA WWTF,06003037001,Disinfection,Y,Y,No Change,N,,,04/01/2009,CA0048143,Individual Permit,"SANTA BARBARA, CITY OF",Santa Barbara,Santa Barbara Coastal,18060013,24th Congressional District,CA,9,MAP
"Disinfection, Chlorination",Simi Valley WWTP,06004003001,Disinfection,Y,Y,No Change,N,,,01/22/2009,CA0055221,Individual Permit,"Simi Valley, City of",Ventura,Santa Clara,18070102,26th Congressional District,CA,9,MAP
"Disinfection, Chlorination",Joint WPCP,06004009001,Disinfection,Y,Y,No Change,N,,,02/25/2009,CA0053813,Individual Permit,LACSD,Los Angeles,Santa Monica Bay,18070104,44th Congressional District,CA,9,MAP
"Disinfection, Chlorination",Lancaster WRP,06004009009,Disinfection,Y,Y,No Change,N,,,12/02/2008,CA0054216,Individual Permit,County Sanitation Districts of Los Angeles County,Los Angeles,Antelope-Fremont Valleys,18090206,25th Congressional District,CA,9,MAP
"Disinfection, Chlorination",Palmdale WRP,06004009010,Disinfection,Y,Y,"Increase Level Of Treatment, Process Improvement",N,,,12/02/2008,,,County Sanitation Districts of Los Angeles County,Los Angeles,Antelope-Fremont Valleys,18090206,25th Congressional District,CA,9,MAP
"Disinfection, Chlorination",L.A.-Glendale WRP,06004010003,Disinfection,Y,Y,No Change,N,,,03/03/2008,CA0053953,Individual Permit,"City of Los Angeles, Bureau of Sanitation",Los Angeles,Los Angeles,18070105,28th Congressional District,CA,9,MAP
"Disinfection, Chlorination",Burbank WRP,06004032001,Disinfection,Y,Y,No Change,N,,,03/17/2008,CA0055531,Individual Permit,"BURBANK, CITY OF",Los Angeles,Los Angeles,18070105,28th Congressional District,CA,9,MAP
"Disinfection, Chlorination",Sacramento Regional WWTF,06005009001,Disinfection,Y,Y,"Rehabilitation, Process Improvement",N,,,01/06/2009,CA0077682,Individual Permit,Sacramento County Regional Sanitation District,Sacramento,Cache Slough-Sacramento River,18020163,3rd Congressional District,CA,9,MAP
"Disinfection, Chlorination",Fresno-Clovis Regional WRF,06005053001,Disinfection,N,Y,New,N,2025,,09/26/2008,,,"FRESNO, CITY OF",Fresno,Tulare-Buena Vista Lakes,18030012,16th Congressional District,CA,9,MAP
"Disinfection, Chlorination",Riverside Regional WQCP,06008001001,Disinfection,Y,Y,No Change,N,,,01/28/2009,CA0105350,Individual Permit,"RIVERSIDE, CITY OF",Riverside,Santa Ana,18070203,41st Congressional District,CA,9,MAP
"Disinfection, Chlorination",San Bernardino WRP,06008004001,Disinfection,Y,Y,No Change,N,,,03/27/2009,CA0105392,Individual Permit,San Bernardino Municipal Water Department,San Bernardino,Santa Ana,18070203,31st Congressional District,CA,9,MAP
"Disinfection, Chlorination",Moreno Valley Regional WRF,06008006002,Disinfection,Y,Y,No Change,N,,,03/27/2009,CA8000188,Individual Permit,Eastern Municipal Water District,Riverside,San Jacinto,18070202,42nd Congressional District,CA,9,MAP
"Disinfection, Chlorination",Perris Valley Regional WRF,06008006006,Disinfection,Y,Y,No Change,N,,,03/27/2009,CA8000188,Individual Permit,EASTERN MUN WATER DIST,Riverside,San Jacinto,18070202,42nd Congressional District,CA,9,MAP
"Disinfection, Chlorination","PCSD#1,STONEY GAP ESTATES",29004035007,Disinfection,Y,Y,Replacement,N,,,06/25/2008,MO0111376,Individual Permit,PULASKI COUNTY S.D. #1,Pulaski,Upper Gasconade,10290201,8th Congressional District,MO,7,MAP
"Disinfection, Chlorination",Jakes Creek Trail Area WWTP,29004051101,Disinfection,Y,Y,No Change,N,,,09/14/2012,MO0132241,Individual Permit,"INDIAN POINT, VILLAGE OF",Stone,Beaver Reservoir,11010001,7th Congressional District,MO,7,MAP
"Disinfection, Chlorination",MARQUAND WWTP,29004054001,Disinfection,Y,Y,No Change,N,,,04/18/2001,MO0116246,Individual Permit,"MARQUAND, CITY OF",Madison,Whitewater,07140107,8th Congressional District,MO,7,MAP
"Disinfection, Chlorination","SCSD#1, Compton Ridge WWTP",29004059101,Disinfection,Y,Y,No Change,N,,,02/04/2005,MO0122866,Individual Permit,STONE COUNTY R.S.D.,Stone,James,11010002,4th Congressional District,MO,7,MAP
"Disinfection, Chlorination",LOCKWOOD WWTP,29004096001,Disinfection,Y,Y,No Change,N,,,09/14/2012,MO0030473,Individual Permit,"LOCKWOOD, TOWN OF",Dade,Sac,10290106,8th Congressional District,MO,7,MAP
"Disinfection, Chlorination",GREENFIELD S.E. WWTP (TALBURT),29004100001,Disinfection,N,Y,New,N,,,07/25/2012,MO0055603,Individual Permit,"GREENFIELD, CITY OF",Dade,Sac,10290106,4th Congressional District,MO,7,MAP
"Disinfection, Chlorination",ELLINGTON WWTP,29004124001,Disinfection,Y,Y,No Change,N,,,12/08/2004,MO0022896,Individual Permit,"ELLINGTON, CITY OF",Reynolds,Upper Black,11010007,3rd Congressional District,MO,7,MAP
"Disinfection, Chlorination",GASCONADE WWTP,29004130001,Disinfection,Y,Y,No Change,N,,,10/08/2008,MO0108863,Individual Permit,"GASCONADE, CITY OF",Gasconade,Lower Gasconade,10290203,4th Congressional District,MO,7,MAP
"Disinfection, Chlorination",ARGYLE WWTP,29004132001,Disinfection,Y,Y,No Change,N,,,08/20/2012,MO0132900,Individual Permit,"ARGYLE, TOWN OF",Osage,Lower Osage,10290111,6th Congressional District,MO,7,MAP
"Disinfection, Chlorination",MT. VERNON WWTP,29004152001,Disinfection,Y,Y,No Change,N,,,06/27/2008,MO0022381,Individual Permit,MOUNT VERNON CITY OF,Lawrence,Spring,11070207,4th Congressional District,MO,7,MAP
"Disinfection, Chlorination",KOSHKONONG WWTP,29004157001,Disinfection,Y,Y,No Change,N,,,09/27/2012,MO0123404,Individual Permit,"KOSHKONONG, CITY OF",Oregon,Spring,11010010,4th Congressional District,MO,7,MAP
"Disinfection, Chlorination",PHILLIPSBURG WWTP,29004590001,Disinfection,Y,Y,No Change,N,,,02/03/2005,MO0125237,Individual Permit,"PHILLIPSBURG, CITY OF",Laclede,Upper Gasconade,10290201,3rd Congressional District,MO,7,MAP
"Disinfection, Chlorination",MISSOURI RIVER STP,31001825001,Disinfection,Y,Y,No Change,N,,,10/22/2008,NE0036358,Individual Permit,"OMAHA      ,CITYOF",Douglas,Big Papillion-Mosquito,10230006,2nd Congressional District,NE,7,MAP
"Disinfection, Chlorination",PAPILLION WWTP,31001825002,Disinfection,Y,Y,No Change,N,,,10/22/2008,NE0112810,Individual Permit,"OMAHA, CITY OF",Sarpy,Big Papillion-Mosquito,10230006,1st Congressional District,NE,7,MAP
