source,CWNS FACILITY_ID,CWNS FACILITY_NAME,CIWQS PLACE_ID,CIWQS Facility Name,County,A2O,AO,Activated Carbon,Aerated Lagoon,Aerobic Digestion,Alum Addition,AnO,Anaerobic Digestion,Anaerobic Filter,Anaerobic Lagoon,Biologically Active Filtration,Biosolids Lagoon,Biosolids Wet Air Oxidation,Centrifuge,Chemical N Removal,Chemical P Removal,Chemical Precipitation,Chlorination,Coagulation,Cogeneration,Comminution,Dechlorination,Denitrification,Denitrification Filter,Drying,Electrodialysis,Electrodialysis Reversal,Elutriation,Equalization,Evaporation Pond,Extended Aeration,FBI,Facultative Lagoon,Ferric Chloride Addition,Five Stage Bardenpho,Flocculation,Flotation,Four Stage Bardenpho,Grit Removal,Heat Recovery,Ion Exchange,Lime Stabilization,Lime Treatment,MHI,MLE,Mechanical Dewatering,Media Filtration,Membrane Aerated Biofilm Reactor,Membrane Bioreactor,Microfiltration,Moving Bed Biofilm Reactor,Nanofiltration,Neutralization,Nitrification,Oxidation,Oxidation Ditch,Ozonation,Polishing Lagoon,Polymer Addition,Primary Clarification,Pure Oxygen,Reduction,Reverse Osmosis,Rotating Biological Contactor,SBR,Screening/Microstrainer,Secondary Clarification,Secondary Filtration,Septic Tank,Stabilization Pond,Stepfeed,Thermal Disinfection,Thermal Hydrolysis,Thickening,Trickling Filter,UCT,UV Disinfection,UV-AOP,Ultrafiltration,Unspecified AS,Unspecified Chemical Addition,Unspecified Clarification,Unspecified Dewatering,Unspecified Digestion,Unspecified Disinfection,Unspecified FFR,Unspecified Filtration,Unspecified Headworks,Unspecified Incineration,Unspecified Lagoon,Unspecified Membrane Process,Unspecified Nutrient Removal,Wetland
ciwqs,,,220279,"Diocese of San Joaquin, Episcopal Conference Center Oakhurst (ECCO)",Madera,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,PRESENT,,,,,,,,,,,PRESENT,,,,,,,,,,PRESENT,,,
ciwqs,,,273147,Gunner Ranch Water Reclamation Plant,Madera,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,,,,,,,,,,,,,,,,,PRESENT,,,PRESENT,,,,,PRESENT,,,,,PRESENT,,,,,,,,,,,,,,,,,,PRESENT,,,PRESENT,,,,,,,,,,PRESENT,,PRESENT,
ciwqs,,,230092,Hensley Lake,Madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,
ciwqs,,,214483,Madera Cnty #14-Chukchansi WWTF,Madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,
ciwqs,,,201067,Madera Cnty #19-Parkwood WWTF,Madera,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,
ciwqs,,,201070,Madera Cnty #24 Teaford Meadow Lakes WWTF,Madera,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,OFFSITE,,,,,,,,,,,,,,,,,,,,PRESENT,PRESENT,,,,,,,,,,,,,PRESENT,,,,,,,,,,PRESENT,,,
ciwqs,,,201072,Madera Cnty #28 Ripperdan WWTF,Madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,
ciwqs,,,201077,Madera Cnty #37-La Vina WWTF,Madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,
ciwqs,,,201087,Madera Cnty #7-Marina View Heights WWTF,Madera,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,PRESENT,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,
Clean Watershed Needs Survey,1175701,MADERA STP,273123,Madera WWTF,Madera,,,,,,,,PRESENT,,,,,,,,,,,,,PRESENT,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,,,,,,,,,PRESENT,,,,,,,,,,,,,,,PRESENT,,,
ciwqs,1175701,MADERA STP,273123,Madera WWTF,Madera,,,,,,,,PRESENT,,,,,,PRESENT,,,,,,,,,PRESENT,,,,,,,PRESENT,,,,,,,,,,,,,,,,PRESENT,,,,,,,,PRESENT,,PRESENT,,,,PRESENT,,,,,,,PRESENT,,,,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,,PRESENT,
ciwqs,,,817457,Tesoro Viejo WWTP,Madera,,,,,,,,,,,,,,,,,,,,,,,FUTURE,,,,,,FUTURE,,,,,,,,,,,,,,,,,,,,FUTURE,,,,,FUTURE,,,,,,,,,,,FUTURE,FUTURE,,,,,,,,,,,FUTURE,,,FUTURE,,,,,,,,,,FUTURE,,FUTURE,
ciwqs,,,244531,The Preserve at Millerton Lake,Madera,,,,,,,,,,,FUTURE,,,,,,,FUTURE,,,,,FUTURE,,,,,,FUTURE,,,,,,,,,,,,,,,,,FUTURE,,,FUTURE,,,,,FUTURE,,,,,,,,,,,,FUTURE,,,,,,,,FUTURE,,,FUTURE,,FUTURE,,,,,,,,,,,FUTURE,,FUTURE,
Clean Watershed Needs Survey,1175304,Central Marin San. Agency WWTF,213889,Central Marin San. Agcy. WWTP,Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ciwqs,1175304,Central Marin San. Agency WWTF,213889,Central Marin San. Agcy. WWTP,Marin,,,,,,,,PRESENT,,,,,,PRESENT,,,,PRESENT,,PRESENT,,PRESENT,,,,,,,,,,,,,,,,,PRESENT,PRESENT,,,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,PRESENT,,,,,,,PRESENT,PRESENT,,,,,PRESENT,PRESENT,,,,,,,,,,,,
Clean Watershed Needs Survey,1175347,Las Gallinas Valley Sanitary District Sewage Treatment Plant,236598,Las Gallinas WWTP,Marin,,,,,,,,PRESENT_AND_FUTURE,,,,PRESENT_AND_FUTURE,,,,,,PRESENT_AND_FUTURE,,,PRESENT,PRESENT_AND_FUTURE,,,,,,,,,,,,,,,,,PRESENT_AND_FUTURE,,,,,,,PRESENT_AND_FUTURE,,,,,,,PRESENT,PRESENT_AND_FUTURE,,,,,,PRESENT_AND_FUTURE,,,,,,PRESENT_AND_FUTURE,,,,,,,,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,,,,,,,,,,,,,,,PRESENT,,,
ciwqs,1175347,Las Gallinas Valley Sanitary District Sewage Treatment Plant,236598,Las Gallinas WWTP,Marin,,,,,,,,PRESENT,,,,,,,,,,PRESENT,,,,PRESENT,FUTURE,FUTURE,,,,,PRESENT,,,,,,,,,,PRESENT,,,,,,,FUTURE,PRESENT,,,,,,,PRESENT,,,,,,PRESENT,,,,,,PRESENT,PRESENT,,,,,,,PRESENT,PRESENT,,PRESENT,,PRESENT,FUTURE,,,,,,,,,,PRESENT,,PRESENT,PRESENT
Clean Watershed Needs Survey,1175322,Marin Co. SD #5 WWTF,239497,Marin CSD 5 - Tiburon WWTP,Marin,,,,,,,,PRESENT,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,PRESENT,,,,,,,,,,,,,PRESENT,PRESENT,,,,,,PRESENT,,,,,,
ciwqs,1175322,Marin Co. SD #5 WWTF,239497,Marin CSD 5 - Tiburon WWTP,Marin,,,,,,,,PRESENT,,,,,,,,,,PRESENT,,,PRESENT,PRESENT,,,,,,,PRESENT,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,PRESENT,,,,,,,PRESENT,,,,,,PRESENT,,PRESENT,,,,,,,,,,,
Clean Watershed Needs Survey,1175323,PARADISE COVE WWTF,239498,Marin CSD 5 Paradise Cove WWTP,Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,
ciwqs,1175323,PARADISE COVE WWTF,239498,Marin CSD 5 Paradise Cove WWTP,Marin,,,,,,,,,,,,,,,,,,PRESENT,,,PRESENT,PRESENT,,,,,,,PRESENT,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,PRESENT,,,,,,,,,,FUTURE,,,PRESENT,,,,,,,,,,,,,
Clean Watershed Needs Survey,1175331,Novato WWTF,244705,Novato and Ignacio WWTP,Marin,,,,,,PRESENT_AND_FUTURE,,PRESENT_AND_FUTURE,,,,,,PRESENT_AND_FUTURE,,,,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,,,PRESENT_AND_FUTURE,,,,,,,,,,,,,,,PRESENT_AND_FUTURE,,PRESENT_AND_FUTURE,,,,,,,,,,,,,,PRESENT,,,,,,,PRESENT_AND_FUTURE,,,,,,,,,,PRESENT_AND_FUTURE,,,,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,,,,,PRESENT_AND_FUTURE,,,,,,,PRESENT_AND_FUTURE,,,,,,
ciwqs,1175331,Novato WWTF,244705,Novato and Ignacio WWTP,Marin,,,,,,,,PRESENT,,,PRESENT,PRESENT,,,,,,PRESENT,,FUTURE,,OFFSITE,PRESENT,,,,,,,,,,,,,,,,PRESENT,FUTURE,,,,,,,PRESENT,,,,,,,PRESENT,,,,,,PRESENT,,,,,,PRESENT,PRESENT,,,,,,,PRESENT,PRESENT,,PRESENT,,,PRESENT,,,,,PRESENT,,,,,PRESENT,,PRESENT,
Clean Watershed Needs Survey,1175334,SAUSALITO-MARIN CITY WWTF,255802,Sausalito Marin City STP,Marin,,,,,,,,PRESENT,,,,,,,,,,PRESENT,,,PRESENT,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,,,,,,,,PRESENT,PRESENT,,,,,,,,,,,,,,,,,,
ciwqs,1175334,SAUSALITO-MARIN CITY WWTF,255802,Sausalito Marin City STP,Marin,,,,,,,,,,,,,,,,,,PRESENT,,,,PRESENT,,,,,,,PRESENT_AND_FUTURE,,,,,PRESENT,,,,,PRESENT_AND_FUTURE,,,,,,,PRESENT,PRESENT,,,,,,,,,,,,,PRESENT,,,,PRESENT,,PRESENT_AND_FUTURE,PRESENT,,,,,,,,,,,,,,,,,PRESENT,PRESENT,,,,,,,,
Clean Watershed Needs Survey,1175274,SASM WWTF,255788,Sewerage Agency of Southern Marin (SASM) WWTP,Marin,,,PRESENT,,PRESENT_AND_FUTURE,,,PRESENT,,,,,,,,,,PRESENT,,,PRESENT,,,,,,,,PRESENT_AND_FUTURE,,,,,,,,,,PRESENT,,,,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,PRESENT,PRESENT,,,,,,PRESENT,PRESENT,,,,,,,,,,,,,,,,,,
ciwqs,1175274,SASM WWTF,255788,Sewerage Agency of Southern Marin (SASM) WWTP,Marin,,,,,,,,,,,,,,,,,,PRESENT,PRESENT,,,OFFSITE,,,,,,,PRESENT,,,,,,,,,,PRESENT,,,,,,,PRESENT,PRESENT,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,PRESENT,,,,,,,PRESENT,PRESENT,,,,,,PRESENT,,,PRESENT,,,,,,,,,
ciwqs,,,209726,Black Oak General Store,Mariposa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean Watershed Needs Survey,1175536,COULTERVILLE WWTF,215910,Coulterville WWTF,Mariposa,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,
ciwqs,1175536,COULTERVILLE WWTF,215910,Coulterville WWTF,Mariposa,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,
ciwqs,,,219701,Deuel Vocational Institution,Mariposa,,,,,PRESENT,,,,,,,,,,,,,PRESENT,PRESENT,,PRESENT,PRESENT,PRESENT_AND_FUTURE,,PRESENT,,,,PRESENT,,PRESENT,,,,,PRESENT,,,PRESENT,,,,,,,PRESENT,PRESENT,,PRESENT_AND_FUTURE,,,,FUTURE,PRESENT_AND_FUTURE,,PRESENT,,,,,,,PRESENT,,,PRESENT,PRESENT,,,,,,,,,,PRESENT_AND_FUTURE,,,PRESENT,PRESENT,,,,,,,,,PRESENT,,PRESENT_AND_FUTURE,
ciwqs,,,220495,Don Pedro Sewer Zone 1,Mariposa,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,PRESENT,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,PRESENT,,,,,,,,,,PRESENT,,,
ciwqs,,,222491,El Portal WWTF,Mariposa,,,,,FUTURE,PRESENT,,PRESENT,,,,,,PRESENT,,PRESENT,PRESENT,PAST,PRESENT,,PRESENT,PAST,FUTURE,,PRESENT_AND_FUTURE,,,,PRESENT,,,,,,,PRESENT,,,PRESENT,,,,,,,PRESENT_AND_FUTURE,PRESENT,,,,,,,,,,,,PRESENT,PRESENT,,,,,,PRESENT,PRESENT,,,,,,,,,,PRESENT,,,PRESENT,PRESENT,PRESENT,,,,,,,,PRESENT,,,
ciwqs,,,227217,Glacier Point WWTF,Mariposa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,
ciwqs,,,227501,Golden Hills Mobile Home Park,Mariposa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,PRESENT,,PRESENT,,,,,,,,,,,
ciwqs,,,239543,Mariposa Pines WWTF,Mariposa,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,PRESENT,,,
Clean Watershed Needs Survey,1175679,MARIPOSA WWTF,273207,Mariposa WWTP,Mariposa,,,,,,,,PRESENT,,,,,,,,,,,,,PRESENT,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,PRESENT,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,,,,,PRESENT,,,
ciwqs,1175679,MARIPOSA WWTF,273207,Mariposa WWTP,Mariposa,,,,,,,,,,,,,,,,,,PRESENT,PRESENT,,PRESENT,PRESENT,PRESENT_AND_FUTURE,,,,,,,,,,,,,,,,,,,,,,,PRESENT,PRESENT,,,,,,FUTURE,FUTURE,,PRESENT,,PRESENT,,,,,,,,PRESENT,PRESENT,,,,,,,,,,PRESENT_AND_FUTURE,,,PRESENT,PRESENT,,,,FUTURE,,,,,,,,
ciwqs,,,241545,Mount Bullion Conservation Camp,Mariposa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,PRESENT,PRESENT,,,,,,,FUTURE,,,FUTURE,,FUTURE,,,,,,,,,FUTURE,,
ciwqs,,,257153,"Palm Springs Village-309, LLC Silvertip Resort Village WWTF",Mariposa,,,,,,,,,,,,,,,,,,FUTURE,,,,,FUTURE,,,,,,FUTURE,,,,,,,,,,,,,,,,,,,,,FUTURE,,,,,,,,,,,,,,,,,FUTURE,,FUTURE,,,,,,FUTURE,,FUTURE,,,FUTURE,,,,,,,,,,,,,
ciwqs,,,263168,Tenaya Lodge WWTP,Mariposa,,,,,,,,,,,,,,PRESENT,,,,,,,,,PRESENT,,,,,,PRESENT,,,,,,,,,,,,,,,,,PRESENT,,,PRESENT,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,PRESENT,,,PRESENT,,,,,PAST,,,,,,,PRESENT,
ciwqs,,,271887,Wawona WWTF,Mariposa,,,,,PRESENT,PRESENT,,,,,,,,,,PRESENT,,PRESENT,PRESENT,,PRESENT,,,,PRESENT,,,,PRESENT,,PRESENT,,,,,PRESENT,,,,,,,,,,FUTURE,PRESENT,,,,,,PRESENT,,,,,,PRESENT,,,,,,,,PRESENT,,,,,,,,,,,,,PRESENT,,PRESENT,,,,,,,,,,,
Clean Watershed Needs Survey,1175216,CALPELLA WWTP,212776,Calpella CWD WWTP,Mendocino,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,
ciwqs,1175216,CALPELLA WWTP,212776,Calpella CWD WWTP,Mendocino,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,
ciwqs,,,213604,CDF Parlin Fork Conservation Camp,Mendocino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,
Clean Watershed Needs Survey,1175205,Covelo WWTP,215966,Covelo POTW,Mendocino,,,,,,,,,,,,,,,,,,PRESENT,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,PRESENT,,,,,PRESENT,,,,,,,,,,,,,,,,,,
ciwqs,1175205,Covelo WWTP,215966,Covelo POTW,Mendocino,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,PRESENT,PRESENT,PRESENT_AND_FUTURE,,,,,,PRESENT,,,,,,,,,,PRESENT,,,,,,,,PRESENT,,,,,,,,,,PRESENT_AND_FUTURE,,,,,PRESENT,,,,PRESENT,PRESENT,,FUTURE,PRESENT,,,,,,,,,,PRESENT_AND_FUTURE,,PRESENT,,,,,,,,PRESENT,,,PRESENT_AND_FUTURE
Clean Watershed Needs Survey,1175183,HOPLAND WWTF,230693,Hopland Public Utilities District,Mendocino,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,
ciwqs,1175183,HOPLAND WWTF,230693,Hopland Public Utilities District,Mendocino,,,,PRESENT,,,,,,PRESENT,,,,,,,,PRESENT,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,PRESENT,,,,,,,,,,,,,PRESENT,,PRESENT,,,,,,,,PRESENT,,,
Clean Watershed Needs Survey,1175229,Mendocino City WWTF,240307,Mendocino City CSD,Mendocino,,,,,PRESENT,,,,,,,PRESENT,,,,,,PRESENT,,,PRESENT,PRESENT,,,PRESENT,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,PRESENT,,,,,,,,,,,,,,,PRESENT,,,
ciwqs,1175229,Mendocino City WWTF,240307,Mendocino City CSD,Mendocino,,,,,PRESENT,,,,,,,,,,,,,PRESENT,,,PRESENT,PRESENT,,,PRESENT,,,,PRESENT,,PRESENT,,,,,,,,,,,,,,,PRESENT,PRESENT,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,PRESENT,,,,,,,,,,PRESENT,,,
Clean Watershed Needs Survey,1175215,ANCHOR BAY WWTF,240318,Mendocino County WWD#2-Anchor Bay,Mendocino,,,,,PRESENT,,,,,,,,,,,,,PRESENT,,,PRESENT,,,,PRESENT,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ciwqs,1175215,ANCHOR BAY WWTF,240318,Mendocino County WWD#2-Anchor Bay,Mendocino,,,,,,,,,,,,PRESENT,,,,,,PRESENT,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,PRESENT,,,,,,,,,,,,,PRESENT,,,,,,,,,,PRESENT,,,
Clean Watershed Needs Survey,1175214,POINT ARENA WWTF,248791,Point Arena WWTP,Mendocino,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,
ciwqs,1175214,POINT ARENA WWTF,248791,Point Arena WWTP,Mendocino,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,
Clean Watershed Needs Survey,1175232,Ukiah WWTF,268960,Ukiah City WWTP,Mendocino,,,,,,,,PRESENT,,,,PRESENT,,,,,,PRESENT,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,,,,,,,,,PRESENT,,,,,,,,,,,,,,,PRESENT,,,
ciwqs,1175232,Ukiah WWTF,268960,Ukiah City WWTP,Mendocino,,,,,,,,PRESENT,,,,PRESENT,,,,,,PRESENT,PRESENT,,,PRESENT,,,PRESENT,,,,,,,,,PRESENT,,PRESENT,PRESENT_AND_FUTURE,,PRESENT,,,,,,,PRESENT,PRESENT,,,,,,,,,,,,PRESENT,PRESENT,,,,,,PRESENT,PRESENT,,,,,,,PRESENT_AND_FUTURE,PRESENT,,,,,PRESENT_AND_FUTURE,PRESENT,PRESENT,,,,,PRESENT,,,PRESENT,,,
Clean Watershed Needs Survey,1175195,Willits WWTF,272646,Willits City WWTP,Mendocino,,,,PRESENT,,,,PRESENT,,,,PRESENT,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,
ciwqs,1175195,Willits WWTF,272646,Willits City WWTP,Mendocino,,,,,PRESENT,,,,,,OFFSITE,,,,,,,PRESENT,,,,,PRESENT_AND_FUTURE,,PRESENT,,,,PRESENT,,PRESENT,,,,,FUTURE,,,PRESENT,,,,,,,PRESENT,,,,,,,,PRESENT_AND_FUTURE,,,,,FUTURE,,,,,,,PRESENT,PRESENT,,,,,,,,,,PRESENT_AND_FUTURE,,,,,,,,,,,,,,,PRESENT,PRESENT
Clean Watershed Needs Survey,1175548,LOS BANOS WWTF,240362,Housing Authority Cnty of Merced - Los Banos,Merced,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,
ciwqs,1175548,LOS BANOS WWTF,240362,Housing Authority Cnty of Merced - Los Banos,Merced,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,
ciwqs,,,273122,Los Banos WWTF,Merced,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,PRESENT,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,PRESENT,
Clean Watershed Needs Survey,1175585,Merced WWTP,214652,Merced WWTF,Merced,,,,,,,,PRESENT,,,,,,,,,,PRESENT,,PRESENT,,,,,PRESENT,,,,,,,,,,,,PRESENT,,PRESENT,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,,,,,,,,PRESENT,,,,,,PRESENT,,,,,,,,,,,,,
ciwqs,1175585,Merced WWTP,214652,Merced WWTF,Merced,,,,,,,,PRESENT,,,,,,,,,,,FUTURE,,,,PRESENT_AND_FUTURE,,PRESENT_AND_FUTURE,,,,PRESENT,,,,,,,PRESENT_AND_FUTURE,PRESENT,,PRESENT_AND_FUTURE,,,,,,,PRESENT,PRESENT,,,,,,,PRESENT_AND_FUTURE,,,,,,PRESENT_AND_FUTURE,,,,,,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,,,,,,,PRESENT,,,PRESENT_AND_FUTURE,,,PRESENT_AND_FUTURE,FUTURE,,,PRESENT_AND_FUTURE,,,PRESENT_AND_FUTURE,,,PRESENT,,PRESENT,
Clean Watershed Needs Survey,1175587,Planada WWTF,273182,Planada WWTF,Merced,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,PRESENT,,,,,,,,,,,,,,,,,,
ciwqs,1175587,Planada WWTF,273182,Planada WWTF,Merced,,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,PRESENT,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,PRESENT,,,,,,,PRESENT,,,,,,
Clean Watershed Needs Survey,1175727,Alturas WWTP,205325,Alturas Municipal WWTP,Modoc,,,,,,,,PRESENT,,,,,,,,,,,,,PRESENT,PRESENT,,,PRESENT,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,PRESENT,,,,,PRESENT,,,,,PRESENT,,,,,,,,,,,,,
ciwqs,1175727,Alturas WWTP,205325,Alturas Municipal WWTP,Modoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,
Clean Watershed Needs Survey,1175865,HILTON CREEK WWTF,230429,Hilton Creek CSD Package STP,Mono,,,,,,,,PRESENT,,,,,,,,,,,,,PRESENT,,,,PRESENT,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,
ciwqs,1175865,HILTON CREEK WWTF,230429,Hilton Creek CSD Package STP,Mono,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENT,PRESENT,,,,,,,,,,,,,PRESENT,,,,,,,,,,OFFSITE,,,
